Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Brett M.,/user_details?userid=5sIwlkrjLEbdY5hjFVzsmw,"Lilburn, GA",9/29/2018,5.0,"The Malt House has an admirable craft beer selection. The bison sliders were quite good. But the best thing about Malt House was bartender Liz, who was not only very helpful with offering food recommendations, but was also very generous with her time in discussing beer, whiskey, and vodka recommendations.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sergey P.,/user_details?userid=yxNj8ksNRLjNQLrnrtNgbQ,"Manhattan, New York, NY",12/27/2018,5.0,"Nice and clean place. Tasty food we tried: salmon sandwich, soup of the day, natural fries. Friendly staff.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ashley A.,/user_details?userid=xdWmOl8VWP3zqBVEt0Cgag,"Huntington Station, NY",5/5/2018,5.0,"Came here on cinco de mayo. I got the chicken and waffles, which was amazing and my boyfriend got the full malty. Both were really yummy! Atmosphere is very fun, very loud. Our bartender/waitress Hannah was amazing. So sweet and attentive. Overall it's a good place just to get a meal/ bottomless brunch. The drinks were flowing and Hannah honestly hooks it up. I would def come bck again.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Connor M.,/user_details?userid=h7pSkMOMobyzuWu9J5DMxA,"College Park, MD",12/16/2018,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Angela C.,/user_details?userid=FVzHhqlre4BB4LDlzAOl6Q,"Manhattan, NY",9/13/2018,4.0,"Cool place, really loud at lunch time, koji salad yummy, but very few vegetarian options.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Angela M.,/user_details?userid=nYbKd41p0L3rP2Krq2dAsA,"Jersey City, NJ",12/13/2018,5.0,"I had a Holiday party this past week and wanted to switch things up this year and decided to go with some items from The Malt House. I went with the Seared Lamb Lollipops, Cubano sliders and Caprese Bruschetta. Now i order from 3 other restaurants in the area but all my guest were asking is where I had ordered the above items from, they were great everyone gave them rave reviews the Lamb Lollis and Cubanos were a favorite of everyone I should have ordered more but now i know this going forward for future events. I dealt with Leland Estes and he was a doll and such a sweet guy. We will deff be checking the place out for some drinks soon.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Grace Y.,/user_details?userid=2m48ZKz9hYXbzENwOUpU5Q,"New York, NY",12/4/2017,4.0,"Came here with coworkers for HH and we were pleasantly surprised. I liked how they offer small bites on the HH menu - the rosemary fries and cheese curds were delicious. We got a second order of fries because they were so good. I got a glass of red wine which was tasty as well. It was a bit loud but other than that I liked the ambience, which was somewhat dark and pub-ish, good for groups if you can snatch one of the tables.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mariah D.,/user_details?userid=iJ8Z4-4B5WYWmGJ5PIGx8g,"Denton, TX",6/18/2018,4.0,"The food was amazing, highly recommend the pasta and the buttermilk bites. But the service was not that great, we were asked to move for a big table, which was fine with us until we realized we were not able to see the tv and saw how squished we were next to the big party while the whole other side was empty. We asked to move to the top but the waiters said it was not open, which is okay but she saw we were trying to move and she didn't ask us if we'd like to move else where. It took them a while to check on us, the waiter finally did and he's a super friendly guy, it just was a little late.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
V W.,/user_details?userid=y_KR8gRnN4XISgiq4N8TBw,"New York, NY",12/27/2015,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Joshua B.,/user_details?userid=eCGC9t8PIOE-l7UiVCB0Pg,"Columbus, OH",9/1/2018,2.0,"Drinks were good/okay but food left a lot to be desired. Quality was borderline fast food or low value chain restaurant. Service was pleasant. Also, given that it was maybe half full, no reason to have the music so loud I had to yell when conversing with my wife.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Samantha H.,/user_details?userid=zhEUhLy5cd7LX743FZVDdA,"West Islip, NY",12/22/2015,5.0,"Came here on a Wednesday around 8:30pm for drinks with about 13 other people. The bar were pretty crowded, too crowded for us all to stand and chat. The waitress was nice enough to accommodate our group at a large picnic style table next to the window. The bar was pretty loud and dark, but the ambiance was nice. The bar was decorated with lights and there was also a Christmas tree, it was very festive for the holiday season. The draught beer selection was big, but in order to see it you had to get up and go look at the chalk board behind the bar. Pretty inconvenient when you're sitting at a table far away from the bar with a large group. I guess this just means they change the taps and keep everything fresh since they don't have a printed menu.  I would definitely like to come back for happy hour to try it again.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jessica S.,/user_details?userid=CVC22_ZSwOg379lychH68w,"Pflugerville, TX",2/19/2018,5.0,"We were sadly a half hour late for our sunday brunch reservation (thank you very much track maintenance on the Path train) and they were very gracious and still took us despite turning others away for not having a reservation.  We did the bottomless brunch and the food was amazing, the brunch cocktails kept coming, and our experience was lovely.  I had the chicken waffle club (strongly recommend) and my wife had the american breakfast.  Fantastic.  The decor is steampunk hipster and we thoroughly enjoyed the time there.  Will be returning!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Caitlin K.,/user_details?userid=r1OF88Yl_7Ex96w_LTArlA,"New York, NY",12/14/2017,5.0,"Crowded, but to be expected. Got here at 5:20 on a work day and we were able to find a spot at the bar (thanks to some kind gentlemen!) within 10 minutes or so. Happy hour specials are worth it - drinks are very reasonable and varied for HH (my friends got beers and I did the MH Mule). Food was addicting - especially those fries oh my!!!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mark G.,/user_details?userid=JP9XJgwUNs_yUsH-Ei1w1A,"Manhattan, NY",6/17/2017,2.0,"Raging, obnoxious brunch. This place may be a little TOO hip for its own good. Screechy, drunk frat girls are drawn by the pounding, throbbing party and pop music. Don't let the pub decor fool you. You're going to a nighclub, during the day, with food. And the mgmt progressively boosts the music until you can hear nothing but ""whoop whoop"", and ""ohmygawd, I'm soooo drunk"". If you plan to have an actual conversation with friends over a nice meal, you'll only get one of the two. Food was good but not a lot of choice, and most items were heavy, not much light fare to choose from though portions weren't too oversized. Bring your own disco ball. Wait staff was friendly enough but gave up after awhile and didn't see our waitress for 20 mins.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Valerie B.,/user_details?userid=EqBP7zu7OxYUJsgqn1WJmw,"FL, FL",8/12/2017,5.0,One of the best Mimosas I've ever had. Loved the food. Highly recommend the brunch burrito. Absolutely fabulous. We drank more than 2 hours worth of our bottomless drinks.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mr M.,/user_details?userid=pkIK2XeGh0zIWddCyNWq1w,"Minneapolis, MN",5/22/2018,5.0,"My kind of place. Good beer list, fast service, and quick food delivery. And it's only Tuesday. Great job.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kait M.,/user_details?userid=N0q4EJwQInvjpWKFkfV47g,"Hoboken, NJ",5/21/2016,4.0,Came to Malt House with a friend out of town. The street it is on is sort of creepy at night. We made reservations but it didn't seem like they were needed. Our waitress was a little slow coming over to initially greet us and also to take our order. Food came out via runner very quickly. We both ordered the Malt House Turkey Club which felt a little overpriced for a sandwich but overall pretty tasty. It had a little bit of a spiciness to it. Great atmosphere but pretty loud. I felt like I was screaming the whole time. Overall a great place to meet up with friends for dinner in FiDi.,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Siam E.,/user_details?userid=0v1rWNY4aBQWgw8mM5Eszw,"San Francisco, CA",11/26/2017,3.0,"Good beer (they carry the coconut porter I love so much) and mixed drinks, but the food is your standard pub fare. Rosemary fries and buffalo sliders were good, but the fried chicken bites with aioli dip tasted like baking soda. Maybe their actual entrees are better, but we were only interested in drinks and a few shared plates.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Stefan S.,/user_details?userid=xKKQCJ0aDAAuNFfsFrEgCQ,"Frisco, TX",7/11/2017,5.0,"Eaten a lunch and a dinner at The Malt House over the past week, and was impressed both times. Energetic FiDi crowd day and night, great food, good drink selection, and very clean bathrooms! The carnitas tacos are fantastic. Emma was a very friendly and attentive server!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kat P.,/user_details?userid=I2mHtOnroTmBkuCtYSKl9A,"Manhattan, NY",12/5/2019,4.0,"Food is so good! Drinks are so good! Margaritas, Mules, you name it. Please check out the happy hour- chicken is delicious. My only complaint is how busy and LOUD this place gets. It makes it very hard to interact with more than one person.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Colby Z.,/user_details?userid=nTFa6MkHV_Jt8r77HGPS5g,"Warren, NJ",1/19/2018,3.0,"Cocktail atmosphere is really pleasant even though it fills up by 6pm on weekdays.  I have been out with office groups for happy hour many times.  The dinner and food is very average but the atmosphere makes it fun and not every dinner has to be a Michelin experience.  BUT, the place has gotten full of itself and prices are way up.   4 mid tier bourbons and 2 beers was $104 on my last trip, including a surprise $30 shot over rocks.   We spoke to the manager and he said he had to charge us because we drank it even though the price wasn't known before we ordered.   Bad business.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Elise G.,/user_details?userid=ZW9yIvA1NKwhZ693F3CXGA,"Campbell, CA",10/13/2018,1.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michelle L.,/user_details?userid=i4mH7ctRyQW-ceyMSa60cA,"Vacaville, CA",9/13/2015,4.0,"Had my doubts but the place since placed with bars or going for that fancy plating may not always have the best food or portions but it had a nice ambiance, friendly staff, and tasty food that was worth the higher prices. The baby back ribs had a tasty sauce and a lot of meat while the salad I had had very fresh ingredients and the chicken was nicely grilled. Didn't have the Mac and cheese but saw someone else order it and didn't expect it to be such a healthy portion. There were also a nice variety of beer on tap",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
James B.,/user_details?userid=QGjwwkwHc_8M0Ov4RXVvDQ,"Columbia, SC",7/3/2018,2.0,"Food was amazing, but service was lack luster. We had like 5 servers... it would change every time someone came to the table and when someone did come to the table they wouldn't stand still long enough to hear what we wanted... then it would take 10-15 mins to get the drink we asked for etc.... better service and this place would be amazing.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael G.,/user_details?userid=lqiiQPFvtXLzyyiAAvvfRg,"McAllen, TX",6/24/2018,5.0,"Best brunch I've ever had!  Everything was so tasty. I ordered the two scrambled eggs, bacon and sausage. Oh, and I added a side of avocado!!!  Will definitely be back.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Solomon T.,/user_details?userid=5cfKVG8exXiOiA41cjIm7w,"Rancho Cucamonga, CA",6/4/2015,5.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jeff L.,/user_details?userid=JgMl1UK-ZSfnqLxmdUNxRg,"Manhattan, NY",6/9/2015,2.0,No comment,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kripa G.,/user_details?userid=JE1GX0QOKXcQIF4lOs9tdw,"New York, NY",6/11/2018,4.0,The bottomless brunch deal is great. Mason jars are used for the mimosas and they keep flowing! Brunch food is great too! Definitely worth a try!,https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Monica J.,/user_details?userid=BRaDg294XVCOawwzos6zlA,"New York, NY",5/24/2015,5.0,"Great food. Large selection of alcohol, over 40 beers on tap. Enormous, architecturely beautiful space. Ambiance is great. Staff is super attentive and friendly. Highly recommend this place.",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Leah F.,/user_details?userid=AGGL4MECOLV-9EYYXsZ-SQ,"San Diego, CA",5/31/2018,4.0,"Great Food! I'm from san diego, CA and love trying out places. I highly recommend the Orecchiette pasta with chicken, garlic cream sauce, mushrooms, and spinach. Also if you like scotch their ""Executive Director"" mixed drink was fantastic!",https://www.yelp.com/biz/the-malt-house-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
