Evan C.,/user_details?userid=wVKayV3u7nXTUVlaDLdNlA,"New York, NY",3/25/2023,5.0,"Good food, good service and good vibe. Drinks have some Chinese twists. Highly recommend!"
Claire B.,/user_details?userid=tzQHvBKzCHWXWUQ9xdO55A,"Madrid, Spain",4/1/2023,5.0,"10/10. Food, ambience, & drinks were all superb. We had the bird's nest to drink which was absolutely fantastic. Everyone should order the pork belly, yuzu shrimp, and crab fried rice."
Cheng-En C.,/user_details?userid=xiYljz3C5k2elLAQpojwmg,"Lower East Side, New York, NY",3/25/2023,5.0,Food is great! I like how they present traditional chinese food in a new way! Highly recommend
Maggie B.,/user_details?userid=jNKKoDWxBcSFRYNvA2hqBA,"New York, NY",4/1/2023,5.0,No comment
Elaine C.,/user_details?userid=QfyHMvAP5S3bDHR37zXEFQ,"New York, NY",4/7/2023,4.0,No comment
JingJing X.,/user_details?userid=TYtGf59rqNAYFylGNTCiPA,"New York, NY",3/25/2023,3.0,No comment
Elsie W.,/user_details?userid=mDBAmEsyxuVTTT70dK-dqA,"Manhattan, NY",2/28/2023,5.0,No comment
Carin Y.,/user_details?userid=I-OUT8rDhzAxMOvIyk6cjw,"Washington, DC",3/6/2023,4.0,No comment
Sophia Z.,/user_details?userid=AVVRmRwJFsNDdLUvRy7oTQ,"Manhattan, New York, NY",4/14/2023,4.0,"Really cute Asian inspired speakeasy-esqué cocktail bar with some small bites. If you don't have a res, you will have to wait quite a while, so I would recommend that you make a res before coming. I got the HK Kong cocktail drink and it was quite sweet, with a hint of coffee. There was a bit of whipped cream on top and it tasted like a dessert liquor drink! Would recommend. The portion was a bit small but still very cute."
Tanya H.,/user_details?userid=EyxIGr0nzrPs-EwDYepymg,"New York, NY",4/14/2023,5.0,"Great ambience and interesting drinks. The Bird's Nest was very enjoyable, I liked the lollipop on top- it actually tasted like birds nest. Great place to chat with friends."
Sara A.,/user_details?userid=uMpBErChrEzjTERR-9VDxQ,"New York, NY",3/9/2022,5.0,"This place caught my eye when I walked by it. Vibrant and colorful which I love. I decided to go in and was greeted very friendly. I asked what was good on the menu and was offered a few suggestions. I ended up picking the Bhaji Pav and the Hangover juice (lemon, ginger, carrot). You could sit anywhere which is pretty cool. The decor is spacious, bright, and inviting. I ended up sitting in the back to look at the backyard view which was nice. A kind woman brought my food to me and saw I was taking selfies which she asked if she can take the picture for me instead. The pictures she took were so lovely! I appreciate her lol The food and juice overall were delicious. It was a very calming environment to eat in. I definitely will come back and recommend it!",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jaanki P.,/user_details?userid=GYIafqcmY79qwYrWp64Lhw,"New Rochelle, NY",5/25/2022,5.0,Highly recommend this vegetarian restaurant! Must try the pau bhaji with cheese and the dabang dosa!,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Michael Z.,/user_details?userid=XMkqRn5eIiYGWTUsKtU8Hw,"San Francisco, CA",3/6/2022,5.0,No comment,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rita C.,/user_details?userid=P7ecxFzwZEwo0Pw2GUej_w,"Chandler, AZ",9/4/2022,2.0,"most horrible customer service. Our order was wrongly served to another customer and we kept waiting forever for it to arrive. the server girl realized it.  But gave us no update and neither any apology for the delayed service!!! very rude and proud girls man the restaurant. I wonder if they will ever get a return customer. The whole time that we were waiting, we were hearing loud conversations amongst the girls in the kitchen about their personal life. No wonder the mistake! Owners please be aware of what is going on in your business.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sid G.,/user_details?userid=WAki4yPzPRaRjwKDSLAXZw,"Jersey City, NJ",6/17/2022,2.0,Dropped in for a quick paani poori. Honestly I can make them much better and I don't know how to cook.,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Divya T.,/user_details?userid=s6GBTZGrQvT7NipCQrzCBQ,"Reno, NV",5/23/2022,5.0,"SO good. My favorite desi street food in the city, tastes like I'm eating roadside in Ahmedabad!",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Mohammad R.,/user_details?userid=EbLaR1aV1MxDM3x3_uQiGg,"Queens, NY",2/26/2022,5.0,"'Honest Indian Restaurant' is a great addition to the Greenwich Village area. The interior is very spacious, clean, and aesthetic - with lots of murals and art decor. Everything on the menu is vegetarian. We tried a variety of dishes - Kattappa, Veg Hakka Noodle, Samosa Chaat, Pav Bhaji, and Pani Puri. The Bhaji Pav and Samosa Chaat was my favorite. Pav Bhaji is their signature dish, so I had to try it! It was a simple, homey dish. Every bite of the Samosa Chaat was loaded with flavor - sauce, chickpea, vegetables, and fruits (pomegranate and apples).",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Garima L.,/user_details?userid=dw58s7w3R4VthqoghAqF8w,"Manhattan, New York, NY",4/21/2022,5.0,No comment,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Henrietta S.,/user_details?userid=-ZHeMaous-LX0xXkWLDP5A,"New York, NY",11/6/2022,1.0,"I have a nut allergy and they assured me their samosas were nut free after explaining my allergy to the person working there. Within minutes of eating the food, I had a severe allergic reaction and had to be hospitalised. First time in my life having to use an epi pen and spent hours in the ER. I will never eat here again!!!!",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
S C.,/user_details?userid=o0yhjcSH28rCigNIIZRtOA,"New York, NY",11/5/2022,5.0,"Great food. Loved the dabang dosa, pani puri. Also the person at counter was suuuuper nice and very kindly made the best recommendations. He was also thoughtful enough to space out my large order appropriately so I have the best experience. Can't wait for them to open more of the restaurants in the city.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Trishna S.,/user_details?userid=3MllPXSbIx85iK_rF76w4Q,"Chapel Hill, NC",3/11/2022,5.0,Doesn't look like much when you pass by but OMG is this place good. Reminds me of my moms home cooking! I'll be coming at least once a week!,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Shruthi P.,/user_details?userid=H83_GJQCK-YSSN1V0PPQ8Q,"New York, NY",9/18/2022,5.0,"The food was very tasty and place was modern, clean and spacious. We had the plain dosa, gobi manchurian, pav bhaji, dahi puri, falooda and chai. Everything was delicious. It has the same quality and taste as chaat that you would get in India.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David L.,/user_details?userid=mKZWpBvZJaI0ggsFdkjlgA,"Fremont, CA",4/6/2022,5.0,"Really good, quick service, and friendly staff! Friend had the mango lassi and said it was great too",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Zoe G.,/user_details?userid=SP9vd5ChYYYxnWPzFgUkHA,"New York, NY",8/28/2022,3.0,"This is basically an Indian fast food restaurant. Best for a quick lunch. The food is just okay. They say it's Indian street food, so it's not to be confused with what you would expect from a typical Indian restaurant.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kaushal C.,/user_details?userid=C4zYto04v_ks8pFTrDfVhg,"New York, NY",9/11/2022,5.0,"I picked up the Dabang Dosa and the Vada Pav for dinner last night and it was incredible. The sambhar for the dosa was so so good, didn't care much for the coconut chutney. The food was so good that I ordered the Pav Bhaji and the Kattappa Sandwich for lunch today, and once again, they were both so delicious. The texture and the taste of the pav bhaji gravy was perfect. The Kattappa sandwich could have been more spicy but it was really really good. I'm going to try literally everything on their menu. I'm Indian and I definitely recommend this place.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Karthik S.,/user_details?userid=wKoRPkJdbixI_Xk6gktLhg,"Manhattan, New York, NY",3/7/2022,5.0,"Delicious.  I had the chili paneer (dry) and the kaju anjeer milkshake, and they were extremely tasty.  I'm so excited to have a good chaat + Indo-Chinese place in the West Village!",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
W W.,/user_details?userid=q5_tC_nm7El1djrODsRHkQ,"Alexandria, VA",3/5/2022,5.0,Ate here for lunch. The Bhaji Pav is incredible and perfectly spiced. Surprisingly large inside; I was able to set up my laptop on my table while I ate. Great background music. I expect to come here a lot!,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Sayantan B.,/user_details?userid=d9WsSH3Zw8AiZEALviMCVA,"Melrose, MA",7/12/2022,5.0,"Had a wonderful experience at Honest. Tied thali, puri, pao bhaji, dosa, kulfi. Great food, great service.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Himani S.,/user_details?userid=l5dGCLIYo7cCAi52I9zt2w,"Mountain View, CA",6/10/2022,5.0,"I visited this location twice while I was on vacation in NYC. Food was amazingggg. Location was clean and service was nice. I wish we had Honest here in Arizona lol.  Must try, if you are in NYC.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Brenda T.,/user_details?userid=XypBfNinfCtr_n5W9yVxig,"Brooklyn, NY",4/22/2022,5.0,"I loved every single bite oft paneer roll! Really good flavoring, super fresh and tasty.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Krista J.,/user_details?userid=PXmjOoOnZeCVwIm_s84PEg,"Manhattan, NY",3/10/2022,5.0,"So glad I stopped in to try this new place in our neighborhood! We had the Bhaji Pav, the Manchurian dumplings, and the samosas. Everything was delicious and there's lots on their menu I'd like to try next time. You can ask for different spice levels if you'd like, and pretty much anything can be made vegan- and there are so many interesting vegetarian options! Your food is made fresh when you order. It was great.",https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Akhilesh K.,/user_details?userid=DQP-66K2QaUcBIWkxTHzwQ,"Chicago, IL",2/28/2022,5.0,Classic honest. Pav bhaji cannot disappoint. Glad we have this one in NYC now. One of the best places for Indian food in the city.,https://www.yelp.com/biz/honest-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Rachel G.,/user_details?userid=zedwimHsDDdbygTpPJBjjw,"New York, NY",3/19/2023,5.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Samantha D.,/user_details?userid=bIC3B9ODGU0afnfxMIdNtQ,"New York, NY",2/4/2023,4.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
David G.,/user_details?userid=vxgZv1fwOQkDX5pWq2AFsw,"New York, NY",2/9/2023,3.0,"This was a super cute vibe inside and would be good for a date night or intimate setting. The light was fairly low inside so it is a bit more dark. The margarita was great and had a bit of a spiciness which was a good addition. I ended up getting the burger and fries. The fries were very good, warm, crispy enough for my own tastes. However, my burger was a bit burnt so I didn't really eat too much of it given that.",https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Alina H.,/user_details?userid=36Bgdv6NOM_L2zU9Q1lEDQ,"Jackson Heights, Queens, NY",6/9/2022,4.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Heejin P.,/user_details?userid=_nARjKQCIqWrGCW_NODRHQ,"Manhattan, NY",8/28/2022,4.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yu P.,/user_details?userid=NpFeKti83rVTSAnSeC6utA,"New York, NY",4/30/2022,5.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Corliss K.,/user_details?userid=MBeUx0ufA_yzBOznAP6Fig,"New York, NY",11/10/2022,5.0,"Came here for brunch on a super hot day with some friends and the waitstaff were incredibly kind to us. The food was also very good -- tasty and not too heavy. The salad was tossed with too much dressing for my liking, but I thought it had great flavor. I think this is a great restaurant to go for a casual sit down with friends. They have indoor and outdoor seating. I love the outdoor seating during the summer time because of the fresh air and there are plenty of fans to keep you cool. I also got the fresh squeezed orange juice and it was what I needed to balance out the meal.",https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jennifer K.,/user_details?userid=RwlKe8kCWoKdGiHvQxTyLg,"Manhattan, NY",3/19/2023,3.0,Food is relatively good but you have to be in NYC to survive. However the price is not exactly worth the food. We walked in and the place was LOUD. Sat down and it felt like the tables next to us were screaming at each other. Did not make for a good experience. We ordered pancakes with blueberries that were $19. Thick cut bacon that looked like Oscar mayor (so?). A cheeseburger that was $27. Definitely not worth the price. Decent taste but don't think we'll be going back and not worth the hype.,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Gillian A.,/user_details?userid=RvGylrWKhHdFysmHg1DlRQ,"Brooklyn, NY",8/6/2022,5.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Jefe D.,/user_details?userid=cZJJPbAEUuSZKZ9nVdtuvA,"Weehawken, NJ",6/27/2022,5.0,Stopped by Esme with some friends from Jersey and had an amazing time! The decor and atheistic were great! Came for brunch and we tried a couple of items. All tasted amazing and would definitely order again! Cocktails were great too!,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Craig A.,/user_details?userid=KhgNIv6nDmVxLisgrmCuKw,"Denver, CO",12/14/2022,5.0,Met someone here for dinner a few nights ago while visiting.  They offer both small plates and some entrees.   I had a salad with endive and apples that was very good and also a squash item that was delicious.  Both portions were healthy and ample and we took the leftovers.  They have a heated and enclosed patio area that was nice.  The service was fast and responsive.  Certainly a place I'd go back to and recommend!!,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Neil M.,/user_details?userid=tbSIE3H77NOcP2qmOGsaDg,"Manhattan, New York, NY",3/11/2023,1.0,"Received this for a $80 take out order.... Pretty shocking for that price, bang average food, very overpriced !",https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Teresa C.,/user_details?userid=eA0VHBJgTvf0aUReQkTi3Q,"New York, NY",7/4/2022,4.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Skye H.,/user_details?userid=OkFOax37Yu8sNMKIK1AfrQ,"Queens, Queens, NY",10/5/2022,4.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ana A.,/user_details?userid=tCeVCXpDNXt77xwRRtiNhA,"New York, NY",8/8/2022,4.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Ray C.,/user_details?userid=cFP_kzzRLam0ff2nduRJfQ,"Salt Lake City, UT",11/6/2022,3.0,No comment,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Yara F.,/user_details?userid=lQpvvICZ8XnuHg6yXDCYgQ,"New York, NY",3/17/2022,5.0,"Came here with some friends around 11 AM on a Sunday and didn't have to wait to get a table outside which was great! Beautiful interior and outdoor area, very friendly staff, and a delicious menu with options for everyone. I would highly recommend their kombucha specifically, but we got a mixture of dishes and everyone loved what they got!",https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Kori B.,/user_details?userid=dqq5rPVCs0ke0F_MF7e9fw,"Brooklyn, Brooklyn, NY",1/4/2023,5.0,The best salad I've ever had in my life I ate at Esme. 10/10 would recommend this place.,https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
Roberta S.,/user_details?userid=r42tPsSWPG3BUsCU4yuotg,"Baldwin, NY",3/12/2023,2.0,"I just experienced sticker shock big time. I wanted a bite to eat so I ordered an egg sandwich and tea. My bill including tip was $32. That's my all time record high. Other than ordering a real breakfast in a restaurant I don't think I'll beat that. Just for some perspective, in a regular coffee shop it would have been $8 even with today's inflation.",https://www.yelp.com/biz/esme-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
